NAME 0,SKILL-OR-FOCUS 1,ATTRIBUTE 2,-A 3,T 4,S 5,ADDL-TEXT 6,SKILL RANKS 7,FOCUS RANKS 8,TRAINED? 9,SPECIALIZED? 10
Intimidation (Str),Focus,Str,FALSE,FALSE,FALSE,,0,0,FALSE,FALSE
Planar Lore (Int),Skill,Int,FALSE,TRUE,FALSE,,0,0,FALSE,FALSE
Elemental Planes Knowledge (Int),Focus,Int,FALSE,TRUE,FALSE,,0,0,FALSE,FALSE
Energy Planes Knowledge (Int),Focus,Int,FALSE,TRUE,FALSE,,0,0,FALSE,FALSE
Outer Planes Knowledge (Int),Focus,Int,FALSE,TRUE,FALSE,Includes Astral Sea ,0,0,FALSE,FALSE
Planar Magic (Mag),Skill,Mag,TRUE,TRUE,FALSE,Magic that draws its energy from the elemental; energy; and shadow planes,0,0,FALSE,FALSE
Air Magic (Mag),Focus,Mag,TRUE,TRUE,FALSE,,0,0,FALSE,FALSE
Earth Magic (Mag),Focus,Mag,TRUE,TRUE,FALSE,,0,0,FALSE,FALSE
Nethermancy (Mag),Focus,Mag,TRUE,TRUE,FALSE,Magic that draws on the power of the Plane of Shadow. Fear; darkness; and stuff created from shadow,0,0,FALSE,FALSE
Hydromancy (Mag),Focus,Mag,TRUE,TRUE,FALSE,,0,0,FALSE,FALSE
Negative Energy (Mag),Focus,Mag,TRUE,TRUE,FALSE,Necromancy and magic related to the undead falls here,0,0,FALSE,FALSE
Positive Energy (Mag),Focus,Mag,TRUE,TRUE,FALSE,The best healing magic falls here,0,0,FALSE,FALSE
Pyromancy (Mag),Focus,Mag,TRUE,TRUE,FALSE,,0,0,FALSE,FALSE
Psionic Magic (Mag),Skill,Mag,FALSE,TRUE,FALSE,Optional rule: At character creation; a character must succeed at a T# 10 Willpower check and a T# 10 Constitution check to train in Psionic Magic. A character that hasn't passed this check may try again any level in which they increase their Willpower or Constitution.,0,0,FALSE,FALSE
Metabiology (Mag),Focus,Mag,FALSE,TRUE,FALSE,,0,0,FALSE,FALSE
Telekinesis (Mag),Focus,Mag,FALSE,TRUE,FALSE,,0,0,FALSE,FALSE
Telepathy (Mag),Focus,Mag,FALSE,TRUE,FALSE,,0,0,FALSE,FALSE
Ranged Weapons (Dex),Skill,Dex,FALSE,FALSE,FALSE,,0,0,FALSE,FALSE
Bows (Dex),Focus,Dex,FALSE,FALSE,FALSE,Do Strength and Dexterity modifier in bonus damage; must be wielded in two hands regardless of size; 0AP to load,0,0,FALSE,FALSE
Crossbows (Dex),Focus,Dex,FALSE,FALSE,FALSE,Do Dexterity modifier in bonus damage; must be wielded in two hands unless stated otherwise; requires two hands to reload; AP cost to load varies,0,0,FALSE,FALSE
Slings (Dex),Focus,Dex,FALSE,FALSE,FALSE,Do Strength and Dexterity modifier in bonus damage; requires two hands to reload; 2AP to load basic slings,0,0,FALSE,FALSE
Unique Ranged Weapons (Dex),Focus,Dex,FALSE,FALSE,FALSE,,0,0,FALSE,FALSE
Resolve (Wil),Skill,Wil,FALSE,FALSE,FALSE,,0,0,FALSE,FALSE
Concentration (Wil),Focus,Wil,FALSE,FALSE,FALSE,Like 3.5 Concentration skill; used when someone tries to disrupt a spellcaster casting or maintaining/sustaining a spell; has other uses; like when a character tries to do a very delicate thing while being distracted (failure would increase the difficulty of the task by one status),0,0,FALSE,FALSE
Mettle (Wil),Focus,Wil,FALSE,FALSE,FALSE,The Score Average of this focus is equal to Mental Defense (plus any other modifiers),0,0,FALSE,FALSE
Thievery (Dex),Skill,Dex,TRUE,FALSE,FALSE,,0,0,FALSE,FALSE
Forgery (Int),Focus,Int,TRUE,TRUE,FALSE,,0,0,FALSE,FALSE
Make/Set/Disarm Trap (Dex),Focus,Dex,TRUE,TRUE,FALSE,Thieves tools are required to disarm traps; while a trap making kit is required to make most traps.,0,0,FALSE,FALSE
Make/Set/Disarm Trap (Int),Focus,Int,TRUE,TRUE,FALSE,Thieves tools are required to disarm traps; while a trap making kit is required to make most traps.,0,0,FALSE,FALSE
Open Lock (Dex),Focus,Dex,TRUE,TRUE,FALSE,Thieves tools are required to pick locks.,0,0,FALSE,FALSE
Pick Pocket (Dex),Focus,Dex,TRUE,FALSE,FALSE,,0,0,FALSE,FALSE
Sleight of Hand (Dex),Focus,Dex,TRUE,TRUE,FALSE,,0,0,FALSE,FALSE
Stealth (Dex),Focus,Dex,TRUE,FALSE,FALSE,Use this skill to hide or move quietly. To hide; a creature must have lesser cover or concealment; and it requires 1 AP to hide. While moving quietly; a creatures speed is reduced to 5ft.,0,0,FALSE,FALSE
Use Rope (Dex),Focus,Dex,TRUE,FALSE,FALSE,,0,0,FALSE,FALSE
Use Rope (Int),Focus,Int,TRUE,FALSE,FALSE,,0,0,FALSE,FALSE
Treat Injury (Wis),Skill,Wis,FALSE,FALSE,FALSE,,0,0,FALSE,FALSE
First Aid (Wis),Focus,Wis,FALSE,FALSE,FALSE,During a short rest each character/creature can receive First Aid from a companion once (one may not use First Aid on themselves). This takes 2 minutes and the character/creature regains a number of Health points equal to the status plus Wisdom modifier of the one doing First Aid.,0,0,FALSE,FALSE
Surgery (Int),Focus,Int,TRUE,TRUE,FALSE,Surgery can be used during a long rest to heal a number of Health points based on the check result (Surgery status/10) plus the Intelligence or Wisdom modifier of the one doing Surgery; more effective than First Aid; but requires more time and specialized tools. Surgery takes 2 hours; and can be done multiple times. Creatures performing surgery or having it performed on them are not considered to be resting during surgery.,0,0,FALSE,FALSE
Surgery (Wis),Focus,Wis,TRUE,TRUE,FALSE,Surgery can be used during a long rest to heal a number of Health points based on the check result (Surgery status/10) plus the Intelligence or Wisdom modifier of the one doing Surgery; more effective than First Aid; but requires more time and specialized tools. Surgery takes 2 hours; and can be done multiple times. Creatures performing surgery or having it performed on them are not considered to be resting during surgery.,0,0,FALSE,FALSE
Treat Illness (Int),Focus,Int,FALSE,TRUE,FALSE,Dealing with diseases comes under this focus,0,0,FALSE,FALSE
Treat Illness (Wis),Focus,Wis,FALSE,TRUE,FALSE,Dealing with diseases comes under this focus,0,0,FALSE,FALSE
Underground Lore (Int),Skill,Int,FALSE,TRUE,FALSE,,0,0,FALSE,FALSE
Underground Survival (Int),Focus,Int,FALSE,FALSE,FALSE,,0,0,FALSE,FALSE
Underground Survival (Wis),Focus,Wis,FALSE,FALSE,FALSE,,0,0,FALSE,FALSE
Undersea Knowledge (Int),Focus,Int,FALSE,TRUE,FALSE,,0,0,FALSE,FALSE
